Domain Code,Domain,Area Code,Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,133.208033,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,135.798369,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,139.230564,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,141.626625,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7001,January,%,5.824179,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7002,February,%,5.114341,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7003,March,%,4.878097,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7004,April,%,6.094043,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7005,May,%,6.960511,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7006,June,%,7.605427,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7007,July,%,7.648605,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7008,August,%,8.820346,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7009,September,%,11.793478,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7010,October,%,13.905486,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7011,November,%,15.96548,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2020,2020,23014,Food price inflation,7012,December,%,14.084507,Fc,Calculated data,
